scenario,waypoint,distance_along_m,rx_config_index,rx_config_name,mean_snr_db,capacity_bits_s_hz,time_s,tx_center_x_m,tx_center_y_m,tx_center_z_m
linear_lens,14,13.3,7,Simul_-45deg,2.5,1.45,13.3,0.0,3.8000000000000007,2.0
linear_lens,14,13.3,8,Simul_-60deg,1.2,1.19,13.3,0.0,3.8000000000000007,2.0
linear_lens,15,14.25,0,Simul_+60deg,4.1,1.8,14.25,0.0,4.75,2.0
linear_lens,15,14.25,1,Simul_+45deg,5.6,2.19,14.25,0.0,4.75,2.0
linear_lens,15,14.25,2,Simul_+30deg,6.5,2.4,14.25,0.0,4.75,2.0
linear_lens,15,14.25,3,Simul_+15deg,5.3,2.11,14.25,0.0,4.75,2.0
linear_lens,15,14.25,4,Simul_+0deg,3.8,1.74,14.25,0.0,4.75,2.0
linear_lens,15,14.25,5,Simul_-15deg,6.6,2.44,14.25,0.0,4.75,2.0
linear_lens,15,14.25,6,Simul_-30deg,4.5,1.91,14.25,0.0,4.75,2.0
linear_lens,15,14.25,7,Simul_-45deg,1.6,1.26,14.25,0.0,4.75,2.0
linear_lens,15,14.25,8,Simul_-60deg,2.4,1.42,14.25,0.0,4.75,2.0
linear_lens,16,15.2,0,Simul_+60deg,6.5,2.42,15.2,0.0,5.699999999999999,2.0
linear_lens,16,15.2,1,Simul_+45deg,6.4,2.39,15.2,0.0,5.699999999999999,2.0
linear_lens,16,15.2,2,Simul_+30deg,3.8,1.72,15.2,0.0,5.699999999999999,2.0
linear_lens,16,15.2,3,Simul_+15deg,5.8,2.21,15.2,0.0,5.699999999999999,2.0
linear_lens,16,15.2,4,Simul_+0deg,3.2,1.6,15.2,0.0,5.699999999999999,2.0
linear_lens,16,15.2,5,Simul_-15deg,5.8,2.22,15.2,0.0,5.699999999999999,2.0
linear_lens,16,15.2,6,Simul_-30deg,3.5,1.66,15.2,0.0,5.699999999999999,2.0
linear_lens,16,15.2,7,Simul_-45deg,0.5,1.06,15.2,0.0,5.699999999999999,2.0
linear_lens,16,15.2,8,Simul_-60deg,2.9,1.54,15.2,0.0,5.699999999999999,2.0
linear_lens,17,16.15,0,Simul_+60deg,6.9,2.55,16.15,0.0,6.649999999999999,2.0
linear_lens,17,16.15,1,Simul_+45deg,6.7,2.45,16.15,0.0,6.649999999999999,2.0
linear_lens,17,16.15,2,Simul_+30deg,6.7,2.47,16.15,0.0,6.649999999999999,2.0
linear_lens,17,16.15,3,Simul_+15deg,4.4,1.88,16.15,0.0,6.649999999999999,2.0
linear_lens,17,16.15,4,Simul_+0deg,3.7,1.71,16.15,0.0,6.649999999999999,2.0
linear_lens,17,16.15,5,Simul_-15deg,4.5,1.9,16.15,0.0,6.649999999999999,2.0
linear_lens,17,16.15,6,Simul_-30deg,2.2,1.39,16.15,0.0,6.649999999999999,2.0
linear_lens,17,16.15,7,Simul_-45deg,-0.4,0.92,16.15,0.0,6.649999999999999,2.0
linear_lens,17,16.15,8,Simul_-60deg,2.2,1.39,16.15,0.0,6.649999999999999,2.0
linear_lens,18,17.1,0,Simul_+60deg,5.7,2.21,17.1,0.0,7.600000000000001,2.0
linear_lens,18,17.1,1,Simul_+45deg,5.5,2.14,17.1,0.0,7.600000000000001,2.0
linear_lens,18,17.1,2,Simul_+30deg,5.3,2.08,17.1,0.0,7.600000000000001,2.0
linear_lens,18,17.1,3,Simul_+15deg,4.1,1.79,17.1,0.0,7.600000000000001,2.0
linear_lens,18,17.1,4,Simul_+0deg,2.9,1.53,17.1,0.0,7.600000000000001,2.0
linear_lens,18,17.1,5,Simul_-15deg,3.4,1.66,17.1,0.0,7.600000000000001,2.0
linear_lens,18,17.1,6,Simul_-30deg,0.5,1.07,17.1,0.0,7.600000000000001,2.0
linear_lens,18,17.1,7,Simul_-45deg,-0.5,0.9,17.1,0.0,7.600000000000001,2.0
linear_lens,18,17.1,8,Simul_-60deg,2.4,1.42,17.1,0.0,7.600000000000001,2.0
linear_lens,19,18.05,0,Simul_+60deg,3.2,1.6,18.05,0.0,8.55,2.0
linear_lens,19,18.05,1,Simul_+45deg,3.4,1.65,18.05,0.0,8.55,2.0
linear_lens,19,18.05,2,Simul_+30deg,6.0,2.28,18.05,0.0,8.55,2.0
linear_lens,19,18.05,3,Simul_+15deg,2.9,1.53,18.05,0.0,8.55,2.0
linear_lens,19,18.05,4,Simul_+0deg,2.2,1.39,18.05,0.0,8.55,2.0
linear_lens,19,18.05,5,Simul_-15deg,1.4,1.23,18.05,0.0,8.55,2.0
linear_lens,19,18.05,6,Simul_-30deg,-0.7,0.88,18.05,0.0,8.55,2.0
linear_lens,19,18.05,7,Simul_-45deg,-1.2,0.81,18.05,0.0,8.55,2.0
linear_lens,19,18.05,8,Simul_-60deg,1.3,1.22,18.05,0.0,8.55,2.0
linear_lens,20,19.0,0,Simul_+60deg,1.2,1.21,19.0,0.0,9.5,2.0
linear_lens,20,19.0,1,Simul_+45deg,2.9,1.55,19.0,0.0,9.5,2.0
linear_lens,20,19.0,2,Simul_+30deg,4.7,1.96,19.0,0.0,9.5,2.0
linear_lens,20,19.0,3,Simul_+15deg,2.7,1.51,19.0,0.0,9.5,2.0
linear_lens,20,19.0,4,Simul_+0deg,1.6,1.29,19.0,0.0,9.5,2.0
linear_lens,20,19.0,5,Simul_-15deg,-0.9,0.85,19.0,0.0,9.5,2.0
linear_lens,20,19.0,6,Simul_-30deg,-2.2,0.67,19.0,0.0,9.5,2.0
linear_lens,20,19.0,7,Simul_-45deg,-1.4,0.78,19.0,0.0,9.5,2.0
linear_lens,20,19.0,8,Simul_-60deg,0.8,1.13,19.0,0.0,9.5,2.0
linear_wolens,0,0.0,0,Simul_+4,3.6,1.68,0.0,0.0,-9.5,2.0
linear_wolens,0,0.0,1,Simul_+3,3.5,1.66,0.0,0.0,-9.5,2.0
linear_wolens,0,0.0,2,Simul_+2,3.4,1.64,0.0,0.0,-9.5,2.0
linear_wolens,0,0.0,3,Simul_+1,3.3,1.62,0.0,0.0,-9.5,2.0
linear_wolens,0,0.0,4,Simul_0,3.1,1.59,0.0,0.0,-9.5,2.0
linear_wolens,0,0.0,5,Simul_-1,3.0,1.57,0.0,0.0,-9.5,2.0
linear_wolens,0,0.0,6,Simul_-2,3.0,1.57,0.0,0.0,-9.5,2.0
linear_wolens,0,0.0,7,Simul_-3,3.0,1.58,0.0,0.0,-9.5,2.0
linear_wolens,0,0.0,8,Simul_-4,3.1,1.59,0.0,0.0,-9.5,2.0
linear_wolens,1,0.95,0,Simul_+4,3.3,1.63,0.95,0.0,-8.55,2.0
linear_wolens,1,0.95,1,Simul_+3,3.3,1.62,0.95,0.0,-8.55,2.0
linear_wolens,1,0.95,2,Simul_+2,3.3,1.63,0.95,0.0,-8.55,2.0
linear_wolens,1,0.95,3,Simul_+1,3.1,1.58,0.95,0.0,-8.55,2.0
linear_wolens,1,0.95,4,Simul_0,3.1,1.57,0.95,0.0,-8.55,2.0
linear_wolens,1,0.95,5,Simul_-1,3.4,1.63,0.95,0.0,-8.55,2.0
linear_wolens,1,0.95,6,Simul_-2,3.4,1.65,0.95,0.0,-8.55,2.0
linear_wolens,1,0.95,7,Simul_-3,3.3,1.61,0.95,0.0,-8.55,2.0
linear_wolens,1,0.95,8,Simul_-4,3.2,1.6,0.95,0.0,-8.55,2.0
linear_wolens,2,1.9,0,Simul_+4,3.2,1.59,1.9,0.0,-7.6,2.0
linear_wolens,2,1.9,1,Simul_+3,3.3,1.6,1.9,0.0,-7.6,2.0
linear_wolens,2,1.9,2,Simul_+2,3.3,1.61,1.9,0.0,-7.6,2.0
linear_wolens,2,1.9,3,Simul_+1,3.3,1.61,1.9,0.0,-7.6,2.0
linear_wolens,2,1.9,4,Simul_0,3.4,1.62,1.9,0.0,-7.6,2.0
linear_wolens,2,1.9,5,Simul_-1,3.5,1.67,1.9,0.0,-7.6,2.0
linear_wolens,2,1.9,6,Simul_-2,3.6,1.69,1.9,0.0,-7.6,2.0
linear_wolens,2,1.9,7,Simul_-3,3.5,1.67,1.9,0.0,-7.6,2.0
linear_wolens,2,1.9,8,Simul_-4,3.6,1.69,1.9,0.0,-7.6,2.0
linear_wolens,3,2.85,0,Simul_+4,3.5,1.68,2.85,0.0,-6.65,2.0
linear_wolens,3,2.85,1,Simul_+3,3.4,1.64,2.85,0.0,-6.65,2.0
linear_wolens,3,2.85,2,Simul_+2,3.3,1.62,2.85,0.0,-6.65,2.0
linear_wolens,3,2.85,3,Simul_+1,3.3,1.63,2.85,0.0,-6.65,2.0
linear_wolens,3,2.85,4,Simul_0,3.2,1.59,2.85,0.0,-6.65,2.0
linear_wolens,3,2.85,5,Simul_-1,3.2,1.61,2.85,0.0,-6.65,2.0
linear_wolens,3,2.85,6,Simul_-2,3.2,1.59,2.85,0.0,-6.65,2.0
linear_wolens,3,2.85,7,Simul_-3,3.1,1.58,2.85,0.0,-6.65,2.0
linear_wolens,3,2.85,8,Simul_-4,3.3,1.61,2.85,0.0,-6.65,2.0
linear_wolens,4,3.8,0,Simul_+4,3.1,1.59,3.8,0.0,-5.7,2.0
linear_wolens,4,3.8,1,Simul_+3,3.2,1.59,3.8,0.0,-5.7,2.0
linear_wolens,4,3.8,2,Simul_+2,3.2,1.6,3.8,0.0,-5.7,2.0
linear_wolens,4,3.8,3,Simul_+1,3.2,1.6,3.8,0.0,-5.7,2.0
linear_wolens,4,3.8,4,Simul_0,3.2,1.6,3.8,0.0,-5.7,2.0
linear_wolens,4,3.8,5,Simul_-1,3.2,1.59,3.8,0.0,-5.7,2.0
linear_wolens,4,3.8,6,Simul_-2,3.2,1.59,3.8,0.0,-5.7,2.0
linear_wolens,4,3.8,7,Simul_-3,3.1,1.57,3.8,0.0,-5.7,2.0
linear_wolens,4,3.8,8,Simul_-4,3.1,1.57,3.8,0.0,-5.7,2.0
linear_wolens,5,4.75,0,Simul_+4,2.4,1.42,4.75,0.0,-4.75,2.0
linear_wolens,5,4.75,1,Simul_+3,2.4,1.43,4.75,0.0,-4.75,2.0
linear_wolens,5,4.75,2,Simul_+2,2.4,1.42,4.75,0.0,-4.75,2.0
linear_wolens,5,4.75,3,Simul_+1,2.4,1.42,4.75,0.0,-4.75,2.0
linear_wolens,5,4.75,4,Simul_0,2.3,1.41,4.75,0.0,-4.75,2.0
linear_wolens,5,4.75,5,Simul_-1,2.4,1.42,4.75,0.0,-4.75,2.0
linear_wolens,5,4.75,6,Simul_-2,2.4,1.42,4.75,0.0,-4.75,2.0
linear_wolens,5,4.75,7,Simul_-3,2.4,1.43,4.75,0.0,-4.75,2.0
linear_wolens,5,4.75,8,Simul_-4,2.4,1.43,4.75,0.0,-4.75,2.0
linear_wolens,6,5.7,0,Simul_+4,1.4,1.24,5.7,0.0,-3.8,2.0
linear_wolens,6,5.7,1,Simul_+3,1.4,1.24,5.7,0.0,-3.8,2.0
linear_wolens,6,5.7,2,Simul_+2,1.5,1.25,5.7,0.0,-3.8,2.0
linear_wolens,6,5.7,3,Simul_+1,1.5,1.25,5.7,0.0,-3.8,2.0
linear_wolens,6,5.7,4,Simul_0,1.5,1.26,5.7,0.0,-3.8,2.0
linear_wolens,6,5.7,5,Simul_-1,1.5,1.26,5.7,0.0,-3.8,2.0
linear_wolens,6,5.7,6,Simul_-2,1.5,1.26,5.7,0.0,-3.8,2.0
linear_wolens,6,5.7,7,Simul_-3,1.5,1.26,5.7,0.0,-3.8,2.0
linear_wolens,6,5.7,8,Simul_-4,1.4,1.25,5.7,0.0,-3.8,2.0
linear_wolens,7,6.65,0,Simul_+4,-0.1,0.97,6.65,0.0,-2.85,2.0
linear_wolens,7,6.65,1,Simul_+3,-0.1,0.97,6.65,0.0,-2.85,2.0
linear_wolens,7,6.65,2,Simul_+2,0.0,0.99,6.65,0.0,-2.85,2.0
linear_wolens,7,6.65,3,Simul_+1,0.1,1.0,6.65,0.0,-2.85,2.0
linear_wolens,7,6.65,4,Simul_0,0.2,1.02,6.65,0.0,-2.85,2.0
linear_wolens,7,6.65,5,Simul_-1,0.2,1.02,6.65,0.0,-2.85,2.0
linear_wolens,7,6.65,6,Simul_-2,0.3,1.04,6.65,0.0,-2.85,2.0
linear_wolens,7,6.65,7,Simul_-3,0.4,1.04,6.65,0.0,-2.85,2.0
linear_wolens,7,6.65,8,Simul_-4,0.4,1.05,6.65,0.0,-2.85,2.0
linear_wolens,8,7.6,0,Simul_+4,-0.9,0.84,7.6,0.0,-1.9000000000000004,2.0
linear_wolens,8,7.6,1,Simul_+3,-0.9,0.85,7.6,0.0,-1.9000000000000004,2.0
linear_wolens,8,7.6,2,Simul_+2,-0.9,0.85,7.6,0.0,-1.9000000000000004,2.0
linear_wolens,8,7.6,3,Simul_+1,-0.9,0.85,7.6,0.0,-1.9000000000000004,2.0
linear_wolens,8,7.6,4,Simul_0,-0.9,0.85,7.6,0.0,-1.9000000000000004,2.0
linear_wolens,8,7.6,5,Simul_-1,-0.9,0.85,7.6,0.0,-1.9000000000000004,2.0
linear_wolens,8,7.6,6,Simul_-2,-0.9,0.85,7.6,0.0,-1.9000000000000004,2.0
linear_wolens,8,7.6,7,Simul_-3,-0.9,0.85,7.6,0.0,-1.9000000000000004,2.0
linear_wolens,8,7.6,8,Simul_-4,-1.0,0.84,7.6,0.0,-1.9000000000000004,2.0
linear_wolens,9,8.55,0,Simul_+4,-2.0,0.7,8.55,0.0,-0.9499999999999992,2.0
linear_wolens,9,8.55,1,Simul_+3,-2.0,0.7,8.55,0.0,-0.9499999999999992,2.0
linear_wolens,9,8.55,2,Simul_+2,-2.0,0.7,8.55,0.0,-0.9499999999999992,2.0
linear_wolens,9,8.55,3,Simul_+1,-2.0,0.71,8.55,0.0,-0.9499999999999992,2.0
linear_wolens,9,8.55,4,Simul_0,-2.0,0.7,8.55,0.0,-0.9499999999999992,2.0
linear_wolens,9,8.55,5,Simul_-1,-1.9,0.71,8.55,0.0,-0.9499999999999992,2.0
linear_wolens,9,8.55,6,Simul_-2,-1.9,0.71,8.55,0.0,-0.9499999999999992,2.0
linear_wolens,9,8.55,7,Simul_-3,-1.9,0.71,8.55,0.0,-0.9499999999999992,2.0
linear_wolens,9,8.55,8,Simul_-4,-1.9,0.71,8.55,0.0,-0.9499999999999992,2.0
linear_wolens,10,9.5,0,Simul_+4,-1.9,0.71,9.5,0.0,0.0,2.0
linear_wolens,10,9.5,1,Simul_+3,-2.0,0.7,9.5,0.0,0.0,2.0
linear_wolens,10,9.5,2,Simul_+2,-2.5,0.64,9.5,0.0,0.0,2.0
